ID,Run,Sequence_Length,Graph_Type,MSE,Predicted_Values,True_Values,Rescaled_Errors,Normalized_Errors
9,10,5,gnn_learned,2362.148,"[2033.507453918457, 961.846851348877, 6933.81770324707, 5347.233768463135, 4496.443176269531, 8340.335334777832, 2738.5384483337402, 6575.814453125, 1112.9434986114502, 2948.1036128997803]","[9703.0, 8233.0, 5920.0, 1981.0, 3300.0, 396.0, 4277.0, 4994.0, 6791.0, 1714.0]","[-7669.492546081543, -7271.153148651123, 1013.8177032470703, 3366.2337684631348, 1196.4431762695312, 7944.335334777832, -1538.4615516662598, 1581.814453125, -5678.05650138855, 1234.1036128997803]","[-78.2601318359375, -74.19544219970703, 11.140853881835938, 34.00236129760742, 11.964431762695312, 80.24581146240234, -16.194332122802734, 16.47723388671875, -58.53666687011719, 12.990564346313477]"
10,1,5,gnn_learned,1718.5258,"[6014.846435546875, 7903.013214111328, 2416.9286365509033, 4122.742561340332, 1243.4258613586426, 4853.678615570068, 7037.300506591797, 2328.8812255859375, 4654.174114227295, 7746.254257202148]","[772.0, 188.0, 4366.0, 3921.0, 96.0, 6985.0, 1764.0, 6914.0, 6985.0, 9214.0]","[5242.846435546875, 7715.013214111328, -1949.0713634490967, 201.74256134033203, 1147.4258613586426, -2131.3213844299316, 5273.300506591797, -4585.1187744140625, -2330.825885772705, -1467.7457427978516]","[54.61298370361328, 84.78036499023438, -20.09351921081543, 2.0585975646972656, 12.078166961669922, -21.97238540649414, 53.80918884277344, -47.761653900146484, -24.029132843017578, -14.976997375488281]"
10,2,5,gnn_learned,1611.2786,"[5682.309326171875, 7548.4602127075195, 1345.5891609191895, 4413.498374938965, 1013.7417516708374, 4715.1154861450195, 6429.664169311523, 2662.0070190429688, 4288.66427230835, 7467.772369384766]","[772.0, 188.0, 4366.0, 3921.0, 96.0, 6985.0, 1764.0, 6914.0, 6985.0, 9214.0]","[4910.309326171875, 7360.4602127075195, -3020.4108390808105, 492.49837493896484, 917.7417516708374, -2269.8845138549805, 4665.664169311523, -4251.992980957031, -2696.3357276916504, -1746.2276306152344]","[51.14905548095703, 80.8841781616211, -31.138256072998047, 5.025493621826172, 9.660439491271973, -23.40087127685547, 47.60881805419922, -44.291595458984375, -27.79727554321289, -17.818649291992188]"
10,3,5,gnn_learned,1660.8105,"[5868.4803466796875, 7573.626983642578, 1834.2984828948975, 4181.5095138549805, 994.5458040237427, 4943.269592285156, 7338.876007080078, 2540.3561401367188, 5095.268352508545, 7543.205123901367]","[772.0, 188.0, 4366.0, 3921.0, 96.0, 6985.0, 1764.0, 6914.0, 6985.0, 9214.0]","[5096.4803466796875, 7385.626983642578, -2531.7015171051025, 260.50951385498047, 898.5458040237427, -2041.7304077148438, 5574.876007080078, -4373.643859863281, -1889.731647491455, -1670.7948760986328]","[53.08833694458008, 81.16073608398438, -26.10001564025879, 2.6582603454589844, 9.45837688446045, -21.04876708984375, 56.88648986816406, -45.55879211425781, -19.481769561767578, -17.048927307128906]"
10,4,5,gnn_learned,1663.623,"[5966.3040771484375, 7399.748611450195, 1191.9317607879639, 3909.170944213867, 1051.755033493042, 4690.242733001709, 6759.461624145508, 2377.4607543945312, 4457.794479370117, 7876.840423583984]","[772.0, 188.0, 4366.0, 3921.0, 96.0, 6985.0, 1764.0, 6914.0, 6985.0, 9214.0]","[5194.3040771484375, 7211.748611450195, -3174.068239212036, -11.829055786132812, 955.755033493042, -2294.757266998291, 4995.461624145508, -4536.539245605469, -2527.205520629883, -1337.1595764160156]","[54.10733413696289, 79.24998474121094, -32.72235107421875, -0.12070465087890625, 10.060579299926758, -23.657291412353516, 50.974098205566406, -47.255615234375, -26.053665161132812, -13.644485473632812]"
10,5,5,gnn_learned,1486.678,"[5368.81591796875, 6915.35856628418, 1668.1578979492188, 3719.0963134765625, 961.7514810562134, 4642.828758239746, 6281.709381103516, 2336.1094970703125, 4225.228187561035, 7120.654144287109]","[772.0, 188.0, 4366.0, 3921.0, 96.0, 6985.0, 1764.0, 6914.0, 6985.0, 9214.0]","[4596.81591796875, 6727.35856628418, -2697.8421020507812, -201.9036865234375, 865.7514810562134, -2342.171241760254, 4517.709381103516, -4577.8905029296875, -2759.771812438965, -2093.3458557128906]","[47.88349914550781, 73.92701721191406, -27.81280517578125, -2.06024169921875, 9.113173484802246, -24.146095275878906, 46.09907531738281, -47.68635940551758, -28.451255798339844, -21.360671997070312]"
10,6,5,gnn_learned,1575.6381,"[5644.62841796875, 7180.997169494629, 1778.9350624084473, 3650.8218536376953, 865.4972276687622, 4632.952404022217, 6402.657943725586, 2131.2959594726562, 4512.46280670166, 6957.594711303711]","[772.0, 188.0, 4366.0, 3921.0, 96.0, 6985.0, 1764.0, 6914.0, 6985.0, 9214.0]","[4872.62841796875, 6992.997169494629, -2587.0649375915527, -270.1781463623047, 769.4972276687622, -2352.047595977783, 4638.657943725586, -4782.704040527344, -2472.53719329834, -2256.405288696289]","[50.75654602050781, 76.84612274169922, -26.670772552490234, -2.7569198608398438, 8.099970817565918, -24.247913360595703, 47.33324432373047, -49.81983184814453, -25.490074157714844, -23.02454376220703]"
10,7,5,gnn_learned,1691.9906,"[6197.500732421875, 7488.157577514648, 1645.281063079834, 4173.139602661133, 975.065465927124, 4566.790340423584, 6602.1458740234375, 2151.6014404296875, 4491.840908050537, 7724.442916870117]","[772.0, 188.0, 4366.0, 3921.0, 96.0, 6985.0, 1764.0, 6914.0, 6985.0, 9214.0]","[5425.500732421875, 7300.157577514648, -2720.718936920166, 252.1396026611328, 879.065465927124, -2418.209659576416, 4838.1458740234375, -4762.3985595703125, -2493.159091949463, -1489.5570831298828]","[56.51563262939453, 80.22151184082031, -28.048648834228516, 2.5728530883789062, 9.253320693969727, -24.929996490478516, 49.36883544921875, -49.60831832885742, -25.70267105102539, -15.199562072753906]"
10,8,5,gnn_learned,1594.5111,"[5570.2630615234375, 7318.058143615723, 1381.6211471557617, 4121.6240310668945, 850.5198440551758, 4518.437240600586, 6711.780532836914, 2564.4619750976562, 4472.095970153809, 7317.621643066406]","[772.0, 188.0, 4366.0, 3921.0, 96.0, 6985.0, 1764.0, 6914.0, 6985.0, 9214.0]","[4798.2630615234375, 7130.058143615723, -2984.3788528442383, 200.62403106689453, 754.5198440551758, -2466.562759399414, 4947.780532836914, -4349.538024902344, -2512.9040298461914, -1896.3783569335938]","[49.98190689086914, 78.35228729248047, -30.76679229736328, 2.0471839904785156, 7.942314147949219, -25.428482055664062, 50.48755645751953, -45.30768585205078, -25.906227111816406, -19.350799560546875]"
10,9,5,gnn_learned,1590.3934,"[5467.5723876953125, 7090.763648986816, 1297.981385231018, 3861.295829772949, 1095.8725175857544, 4238.456604003906, 6461.236480712891, 2276.0847778320312, 4272.296188354492, 7179.818115234375]","[772.0, 188.0, 4366.0, 3921.0, 96.0, 6985.0, 1764.0, 6914.0, 6985.0, 9214.0]","[4695.5723876953125, 6902.763648986816, -3068.018614768982, -59.70417022705078, 999.8725175857544, -2746.5433959960938, 4697.236480712891, -4637.915222167969, -2712.703811645508, -2034.181884765625]","[48.91221237182617, 75.85454559326172, -31.629058837890625, -0.6092262268066406, 10.52497386932373, -28.31488037109375, 47.93098449707031, -48.311614990234375, -27.966018676757812, -20.7569580078125]"
10,10,5,gnn_learned,1623.2004,"[6069.262451171875, 7238.321365356445, 1781.429775238037, 4180.847068786621, 1087.2876224517822, 4589.895851135254, 6724.159881591797, 2408.33251953125, 4465.3152503967285, 7489.171737670898]","[772.0, 188.0, 4366.0, 3921.0, 96.0, 6985.0, 1764.0, 6914.0, 6985.0, 9214.0]","[5297.262451171875, 7050.321365356445, -2584.570224761963, 259.8470687866211, 991.2876224517822, -2395.104148864746, 4960.159881591797, -4505.66748046875, -2519.6847496032715, -1724.8282623291016]","[55.17981719970703, 77.47605895996094, -26.64505386352539, 2.651500701904297, 10.434606552124023, -24.691795349121094, 50.61387634277344, -46.93403625488281, -25.976131439208984, -17.60028839111328]"
11,1,5,gnn_learned,2684.6147,"[6090.873756408691, 3685.020362854004, 2554.9636878967285, 6476.646286010742, 9488.822387695312, 326.34134101867676, 5037.617248535156, 391.0838346481323, 1237.305627822876, 6829.5208740234375]","[5821.0, 98.0, 8625.0, 3267.0, 1275.0, 9603.0, 6888.0, 883.0, 1414.0, 737.0]","[269.8737564086914, 3587.020362854004, -6070.0363121032715, 3209.646286010742, 8213.822387695312, -9276.658658981323, -1850.3827514648438, -491.9161653518677, -176.69437217712402, 6092.5208740234375]","[2.7822036743164062, 36.979591369628906, -61.93914794921875, 32.42066955566406, 83.81451416015625, -93.70362091064453, -19.07611083984375, -5.019552707672119, -1.8797273635864258, 66.22305297851562]"
11,2,5,gnn_learned,2612.5615,"[5727.750949859619, 3882.0060997009277, 1896.1390762329102, 5780.9014892578125, 9115.230285644531, 377.6975862979889, 4551.8006019592285, 332.0028796195984, 791.4473094940186, 6183.132293701172]","[5821.0, 98.0, 8625.0, 3267.0, 1275.0, 9603.0, 6888.0, 883.0, 1414.0, 737.0]","[-93.24905014038086, 3784.0060997009277, -6728.86092376709, 2513.9014892578125, 7840.230285644531, -9225.302413702011, -2336.1993980407715, -550.9971203804016, -622.5526905059814, 5446.132293701172]","[-0.9613304138183594, 39.010372161865234, -68.66184997558594, 25.3929443359375, 80.00234985351562, -93.18487548828125, -24.084529876708984, -5.622419357299805, -6.62290096282959, 59.19709014892578]"
11,3,5,gnn_learned,2710.7102,"[6072.299579620361, 3843.8124237060547, 2364.0688514709473, 6390.478248596191, 9561.360122680664, 358.48275804519653, 4915.543201446533, 338.5086359977722, 1138.3544235229492, 6706.430725097656]","[5821.0, 98.0, 8625.0, 3267.0, 1275.0, 9603.0, 6888.0, 883.0, 1414.0, 737.0]","[251.29957962036133, 3745.8124237060547, -6260.931148529053, 3123.4782485961914, 8286.360122680664, -9244.517241954803, -1972.4567985534668, -544.4913640022278, -275.6455764770508, 5969.430725097656]","[2.590717315673828, 38.61662292480469, -63.887054443359375, 31.55028533935547, 84.55469512939453, -93.37895965576172, -20.334606170654297, -5.556034088134766, -2.9323997497558594, 64.88511657714844]"
11,4,5,gnn_learned,2778.6753,"[6007.6468505859375, 3997.56880569458, 2161.6459007263184, 6431.647933959961, 9709.738098144531, 435.7931327819824, 4682.4585037231445, 255.0241084098816, 1023.4760131835938, 6726.012451171875]","[5821.0, 98.0, 8625.0, 3267.0, 1275.0, 9603.0, 6888.0, 883.0, 1414.0, 737.0]","[186.6468505859375, 3899.56880569458, -6463.354099273682, 3164.647933959961, 8434.738098144531, -9167.206867218018, -2205.5414962768555, -627.9758915901184, -390.52398681640625, 5989.012451171875]","[1.9241943359375, 40.20174026489258, -65.95259094238281, 31.966140747070312, 86.06875610351562, -92.59805297851562, -22.73754119873047, -6.407917022705078, -4.154510498046875, 65.09796142578125]"
11,5,5,gnn_learned,2668.2332,"[5838.720897674561, 3534.9990196228027, 2473.8554763793945, 6193.006210327148, 9677.907836914062, 380.9305021762848, 4756.550956726074, 358.6915044784546, 986.1711616516113, 6593.330078125]","[5821.0, 98.0, 8625.0, 3267.0, 1275.0, 9603.0, 6888.0, 883.0, 1414.0, 737.0]","[17.720897674560547, 3436.9990196228027, -6151.1445236206055, 2926.0062103271484, 8402.907836914062, -9222.069497823715, -2131.449043273926, -524.3084955215454, -427.8288383483887, 5856.330078125]","[0.18268966674804688, 35.432979583740234, -62.766780853271484, 29.555618286132812, 85.74395751953125, -93.15221405029297, -21.97370147705078, -5.350086688995361, -4.551370620727539, 63.65576171875]"
11,6,5,gnn_learned,2707.4304,"[6058.164970397949, 4016.7298431396484, 2472.7915267944336, 6524.546539306641, 9570.182006835938, 440.8836393356323, 4646.328830718994, 429.42527294158936, 811.520435333252, 6618.027984619141]","[5821.0, 98.0, 8625.0, 3267.0, 1275.0, 9603.0, 6888.0, 883.0, 1414.0, 737.0]","[237.16497039794922, 3918.7298431396484, -6152.208473205566, 3257.5465393066406, 8295.182006835938, -9162.116360664368, -2241.671169281006, -453.57472705841064, -602.479564666748, 5881.027984619141]","[2.4449996948242188, 40.39927673339844, -62.77763748168945, 32.904510498046875, 84.64471435546875, -92.546630859375, -23.11001205444336, -4.6283135414123535, -6.409357070922852, 63.924217224121094]"
11,7,5,gnn_learned,2692.7493,"[6038.448894500732, 3627.1224517822266, 2521.9584465026855, 6369.011581420898, 9620.696807861328, 226.86004328727722, 4887.781288146973, 284.65347814559937, 880.1662101745605, 6571.5626220703125]","[5821.0, 98.0, 8625.0, 3267.0, 1275.0, 9603.0, 6888.0, 883.0, 1414.0, 737.0]","[217.44889450073242, 3529.1224517822266, -6103.041553497314, 3102.0115814208984, 8345.696807861328, -9376.139956712723, -2000.2187118530273, -598.3465218544006, -533.8337898254395, 5834.5626220703125]","[2.241741180419922, 36.38270568847656, -62.27593231201172, 31.333450317382812, 85.16017150878906, -94.70848083496094, -20.620811462402344, -6.105576515197754, -5.679082870483398, 63.419158935546875]"
11,8,5,gnn_learned,2780.4097,"[6245.916717529297, 3933.9288368225098, 2341.44291305542, 6562.888343811035, 9799.456787109375, 358.86676239967346, 5136.317516326904, 461.2161874771118, 956.4098796844482, 6803.487945556641]","[5821.0, 98.0, 8625.0, 3267.0, 1275.0, 9603.0, 6888.0, 883.0, 1414.0, 737.0]","[424.9167175292969, 3835.9288368225098, -6283.55708694458, 3295.888343811035, 8524.456787109375, -9244.133237600327, -1751.6824836730957, -421.7838125228882, -457.59012031555176, 6066.487945556641]","[4.380584716796875, 39.545658111572266, -64.11792755126953, 33.29180145263672, 86.9842529296875, -93.37508392333984, -18.058582305908203, -4.3039164543151855, -4.867980003356934, 65.9400863647461]"
11,9,5,gnn_learned,2610.7056,"[5744.567134857178, 3571.918327331543, 2088.012065887451, 5893.031799316406, 9147.715515136719, 322.66628551483154, 4651.709373474121, 348.4485363960266, 1087.4373683929443, 6450.350067138672]","[5821.0, 98.0, 8625.0, 3267.0, 1275.0, 9603.0, 6888.0, 883.0, 1414.0, 737.0]","[-76.43286514282227, 3473.918327331543, -6536.987934112549, 2626.0317993164062, 7872.715515136719, -9280.333714485168, -2236.290626525879, -534.5514636039734, -326.56263160705566, 5713.350067138672]","[-0.7879676818847656, 35.81359100341797, -66.7039566040039, 26.52557373046875, 80.33383178710938, -93.7407455444336, -23.054542541503906, -5.454607009887695, -3.4740705490112305, 62.10163116455078]"
11,10,5,gnn_learned,2835.0354,"[6236.366355895996, 4062.6441040039062, 2498.7736167907715, 7367.648551940918, 10083.194869995117, 475.33460569381714, 5211.394237518311, 414.2438039779663, 1217.0599346160889, 6651.542510986328]","[5821.0, 98.0, 8625.0, 3267.0, 1275.0, 9603.0, 6888.0, 883.0, 1414.0, 737.0]","[415.3663558959961, 3964.6441040039062, -6126.2263832092285, 4100.648551940918, 8808.194869995117, -9127.665394306183, -1676.6057624816895, -468.7561960220337, -196.94006538391113, 5914.542510986328]","[4.282127380371094, 40.87261962890625, -62.51251220703125, 41.420692443847656, 89.8795394897461, -92.19863891601562, -17.284595489501953, -4.783226490020752, -2.095107078552246, 64.28850555419922]"
12,1,5,gnn_learned,1635.7244,"[1186.6279544830322, 7663.796691894531, 7240.8316650390625, 4701.3369140625, 7118.454864501953, 2866.5109729766846, 6873.010498046875, 5158.897888183594, 5745.459457397461, 7185.496826171875]","[9116.0, 7057.0, 7270.0, 8067.0, 8625.0, 5491.0, 1057.0, 5338.0, 8538.0, 1921.0]","[-7929.372045516968, 606.7966918945312, -29.1683349609375, -3365.6630859375, -1506.5451354980469, -2624.4890270233154, 5816.010498046875, -179.10211181640625, -2792.540542602539, 5264.496826171875]","[-80.91195678710938, 6.191802978515625, -0.317047119140625, -35.058990478515625, -15.372909545898438, -28.220312118530273, 60.58344268798828, -1.9467620849609375, -28.789077758789062, 54.83850860595703]"
12,2,5,gnn_learned,1573.4688,"[1100.8790760040283, 7347.870956420898, 7177.773986816406, 5174.3734130859375, 6961.956329345703, 2691.7904300689697, 6991.053466796875, 5015.100509643555, 5722.814998626709, 6483.225830078125]","[9116.0, 7057.0, 7270.0, 8067.0, 8625.0, 5491.0, 1057.0, 5338.0, 8538.0, 1921.0]","[-8015.120923995972, 290.87095642089844, -92.22601318359375, -2892.6265869140625, -1663.0436706542969, -2799.2095699310303, 5934.053466796875, -322.8994903564453, -2815.185001373291, 4562.225830078125]","[-81.78694915771484, 2.9680709838867188, -1.0024566650390625, -30.131526947021484, -16.969833374023438, -30.099027633666992, 61.81305694580078, -3.509777069091797, -29.022525787353516, 47.52318572998047]"
12,3,5,gnn_learned,1708.9412,"[1131.0882720947266, 7907.491989135742, 7987.897186279297, 4763.5111083984375, 7385.762664794922, 3092.3894271850586, 7524.813232421875, 5224.021270751953, 5982.027206420898, 7240.287109375]","[9116.0, 7057.0, 7270.0, 8067.0, 8625.0, 5491.0, 1057.0, 5338.0, 8538.0, 1921.0]","[-7984.911727905273, 850.4919891357422, 717.8971862792969, -3303.4888916015625, -1239.2373352050781, -2398.6105728149414, 6467.813232421875, -113.97872924804688, -2555.9727935791016, 5319.287109375]","[-81.47869110107422, 8.678489685058594, 7.803230285644531, -34.41134262084961, -12.645278930664062, -25.79151153564453, 67.37305450439453, -1.2388992309570312, -26.350234985351562, 55.40924072265625]"
12,4,5,gnn_learned,1697.1855,"[1008.3608837127686, 8120.373870849609, 8166.819610595703, 5372.196533203125, 7745.968292236328, 3347.4103813171387, 7759.15234375, 5617.885391235352, 6266.536956787109, 7251.678466796875]","[9116.0, 7057.0, 7270.0, 8067.0, 8625.0, 5491.0, 1057.0, 5338.0, 8538.0, 1921.0]","[-8107.639116287231, 1063.3738708496094, 896.8196105957031, -2694.803466796875, -879.0317077636719, -2143.5896186828613, 6702.15234375, 279.88539123535156, -2271.4630432128906, 5330.678466796875]","[-82.73101043701172, 10.850753784179688, 9.748039245605469, -28.07086944580078, -8.969711303710938, -23.04935073852539, 69.8140869140625, 3.0422325134277344, -23.417144775390625, 55.52790069580078]"
12,5,5,gnn_learned,1650.7424,"[1141.2639255523682, 7545.82389831543, 7675.536437988281, 4868.0694580078125, 7304.148834228516, 3172.3606147766113, 7328.815673828125, 5109.463470458984, 5886.270122528076, 7096.04541015625]","[9116.0, 7057.0, 7270.0, 8067.0, 8625.0, 5491.0, 1057.0, 5338.0, 8538.0, 1921.0]","[-7974.736074447632, 488.8238983154297, 405.53643798828125, -3198.9305419921875, -1320.8511657714844, -2318.6393852233887, 6271.815673828125, -228.53652954101562, -2651.729877471924, 5175.04541015625]","[-81.3748550415039, 4.987998962402344, 4.4080047607421875, -33.32219314575195, -13.478073120117188, -24.93160629272461, 65.33141326904297, -2.4840927124023438, -27.337421417236328, 53.90672302246094]"
12,6,5,gnn_learned,1677.1611,"[1221.6214656829834, 8297.576431274414, 7613.7113037109375, 4983.437255859375, 7053.8477783203125, 3099.2640991210938, 7177.13623046875, 5059.957107543945, 5605.525012969971, 7326.77587890625]","[9116.0, 7057.0, 7270.0, 8067.0, 8625.0, 5491.0, 1057.0, 5338.0, 8538.0, 1921.0]","[-7894.378534317017, 1240.576431274414, 343.7113037109375, -3083.562744140625, -1571.1522216796875, -2391.7359008789062, 6120.13623046875, -278.0428924560547, -2932.4749870300293, 5405.77587890625]","[-80.55488586425781, 12.658943176269531, 3.735992431640625, -32.120445251464844, -16.03216552734375, -25.71759033203125, 63.75141906738281, -3.022205352783203, -30.231700897216797, 56.31016540527344]"
12,7,5,gnn_learned,1584.3616,"[1320.5330753326416, 7481.383544921875, 7672.271881103516, 5052.5196533203125, 7212.117568969727, 3182.66056060791, 7083.28076171875, 5065.691314697266, 5602.213653564453, 7003.54052734375]","[9116.0, 7057.0, 7270.0, 8067.0, 8625.0, 5491.0, 1057.0, 5338.0, 8538.0, 1921.0]","[-7795.466924667358, 424.383544921875, 402.2718811035156, -3014.4803466796875, -1412.8824310302734, -2308.33943939209, 6026.28076171875, -272.3086853027344, -2935.786346435547, 5082.54052734375]","[-79.54557800292969, 4.3304443359375, 4.372520446777344, -31.400836944580078, -14.417167663574219, -24.82085418701172, 62.77375793457031, -2.9598770141601562, -30.265838623046875, 52.94313049316406]"
12,8,5,gnn_learned,1721.1383,"[750.2286672592163, 7065.763565063477, 6886.958892822266, 4338.147216796875, 6465.392440795898, 2442.7354125976562, 6476.2509765625, 4585.230453491211, 5224.702770233154, 6641.447998046875]","[9116.0, 7057.0, 7270.0, 8067.0, 8625.0, 5491.0, 1057.0, 5338.0, 8538.0, 1921.0]","[-8365.771332740784, 8.763565063476562, -383.0411071777344, -3728.852783203125, -2159.6075592041016, -3048.2645874023438, 5419.2509765625, -752.7695465087891, -3313.2972297668457, 4720.447998046875]","[-85.3650131225586, 0.08942413330078125, -4.163490295410156, -38.84221649169922, -22.03681182861328, -32.77703857421875, 56.450531005859375, -8.18227767944336, -34.1577033996582, 49.17133331298828]"
12,9,5,gnn_learned,1660.4076,"[1155.4483623504639, 7729.872970581055, 7819.361541748047, 4794.8375244140625, 7465.807113647461, 3071.1541481018066, 7321.967529296875, 5198.45686340332, 6093.111122131348, 7220.80615234375]","[9116.0, 7057.0, 7270.0, 8067.0, 8625.0, 5491.0, 1057.0, 5338.0, 8538.0, 1921.0]","[-7960.551637649536, 672.8729705810547, 549.3615417480469, -3272.1624755859375, -1159.192886352539, -2419.8458518981934, 6264.967529296875, -139.5431365966797, -2444.8888778686523, 5299.80615234375]","[-81.23011779785156, 6.866050720214844, 5.971321105957031, -34.085025787353516, -11.828498840332031, -26.019847869873047, 65.26007843017578, -1.5167732238769531, -25.205039978027344, 55.20631408691406]"
12,10,5,gnn_learned,1678.4248,"[1320.7028923034668, 7741.709503173828, 8066.662078857422, 5083.0125732421875, 7778.031829833984, 3175.8249130249023, 7479.619873046875, 5092.387893676758, 5812.47146987915, 7518.781005859375]","[9116.0, 7057.0, 7270.0, 8067.0, 8625.0, 5491.0, 1057.0, 5338.0, 8538.0, 1921.0]","[-7795.297107696533, 684.7095031738281, 796.6620788574219, -2983.9874267578125, -846.9681701660156, -2315.1750869750977, 6422.619873046875, -245.6121063232422, -2725.5285301208496, 5597.781005859375]","[-79.5438461303711, 6.9868316650390625, 8.659370422363281, -31.083202362060547, -8.642532348632812, -24.89435577392578, 66.90229034423828, -2.669696807861328, -28.09823226928711, 58.310218811035156]"
13,1,5,gnn_learned,1728.7068,"[2430.8831176757812, 8077.996429443359, 8527.684555053711, 8398.484603881836, 5570.991863250732, 4294.321441650391, 6077.944122314453, 7878.029754638672, 6542.076499938965, 2849.3482055664062]","[3843.0, 8528.0, 98.0, 1142.0, 2738.0, 8500.0, 6448.0, 8363.0, 7228.0, 1568.0]","[-1412.1168823242188, -450.0035705566406, 8429.684555053711, 7256.484603881836, 2832.9918632507324, -4205.678558349609, -370.0558776855469, -484.9702453613281, -685.9235000610352, 1281.3482055664062]","[-14.709550857543945, -4.5918731689453125, 90.64176940917969, 76.38404846191406, 31.131778717041016, -42.056785583496094, -4.022346496582031, -5.104949951171875, -6.928520202636719, 13.074981689453125]"
13,2,5,gnn_learned,1857.6494,"[2654.6971435546875, 7560.773376464844, 8456.508392333984, 9260.315773010254, 5966.564361572266, 4789.271545410156, 6082.120452880859, 8261.844337463379, 7106.266677856445, 3240.385566711426]","[3843.0, 8528.0, 98.0, 1142.0, 2738.0, 8500.0, 6448.0, 8363.0, 7228.0, 1568.0]","[-1188.3028564453125, -967.2266235351562, 8358.508392333984, 8118.315773010254, 3228.5643615722656, -3710.7284545898438, -365.8795471191406, -101.1556625366211, -121.73332214355469, 1672.3855667114258]","[-12.378154754638672, -9.869659423828125, 89.87643432617188, 85.4559555053711, 35.478729248046875, -37.10728454589844, -3.9769515991210938, -1.0647964477539062, -1.2296295166015625, 17.06515884399414]"
13,3,5,gnn_learned,1800.0127,"[2562.8876953125, 7527.13298034668, 8180.077613830566, 9214.971305847168, 5726.574356079102, 4656.388854980469, 5861.810241699219, 8373.438461303711, 6224.140060424805, 3101.941089630127]","[3843.0, 8528.0, 98.0, 1142.0, 2738.0, 8500.0, 6448.0, 8363.0, 7228.0, 1568.0]","[-1280.1123046875, -1000.8670196533203, 8082.077613830566, 8072.971305847168, 2988.5743560791016, -3843.6111450195312, -586.1897583007812, 10.438461303710938, -1003.8599395751953, 1533.941089630127]","[-13.334503173828125, -10.212928771972656, 86.90406036376953, 84.97864532470703, 32.84147644042969, -38.43611145019531, -6.3716278076171875, 0.1098785400390625, -10.139999389648438, 15.652460098266602]"
13,4,5,gnn_learned,1718.1184,"[2430.4502563476562, 7478.129989624023, 8042.792068481445, 8918.188354492188, 5353.260311126709, 4604.388427734375, 5800.045822143555, 7548.761604309082, 6010.59842300415, 3067.1601066589355]","[3843.0, 8528.0, 98.0, 1142.0, 2738.0, 8500.0, 6448.0, 8363.0, 7228.0, 1568.0]","[-1412.5497436523438, -1049.8700103759766, 7944.792068481445, 7776.1883544921875, 2615.260311126709, -3895.611572265625, -647.9541778564453, -814.238395690918, -1217.4015769958496, 1499.1601066589355]","[-14.714059829711914, -10.712959289550781, 85.42787170410156, 81.8546142578125, 28.739124298095703, -38.95611572265625, -7.042980194091797, -8.570930480957031, -12.296985626220703, 15.297552108764648]"
13,5,5,gnn_learned,1950.7354,"[2254.2449340820312, 7250.218231201172, 8742.592376708984, 9188.939659118652, 5452.468723297119, 4123.071670532227, 6129.3326416015625, 7712.0203857421875, 5998.344272613525, 3053.0584754943848]","[3843.0, 8528.0, 98.0, 1142.0, 2738.0, 8500.0, 6448.0, 8363.0, 7228.0, 1568.0]","[-1588.7550659179688, -1277.7817687988281, 8644.592376708984, 8046.939659118652, 2714.468723297119, -4376.928329467773, -318.6673583984375, -650.9796142578125, -1229.6557273864746, 1485.0584754943848]","[-16.549531936645508, -13.038589477539062, 92.95260620117188, 84.70462799072266, 29.829326629638672, -43.769283294677734, -3.463775634765625, -6.8524169921875, -12.420764923095703, 15.153657913208008]"
13,6,5,gnn_learned,1678.349,"[2432.9313354492188, 6988.699722290039, 7918.45622253418, 8570.838081359863, 5392.4739990234375, 4196.69303894043, 5870.658096313477, 7458.3314208984375, 5987.581104278564, 2748.0135498046875]","[3843.0, 8528.0, 98.0, 1142.0, 2738.0, 8500.0, 6448.0, 8363.0, 7228.0, 1568.0]","[-1410.0686645507812, -1539.300277709961, 7820.45622253418, 7428.838081359863, 2654.4739990234375, -4303.30696105957, -577.3419036865234, -904.6685791015625, -1240.4188957214355, 1180.0135498046875]","[-14.688215255737305, -15.707145690917969, 84.09092712402344, 78.19829559326172, 29.1700439453125, -43.0330696105957, -6.275455474853516, -9.5228271484375, -12.529483795166016, 12.04095458984375]"
13,7,5,gnn_learned,1837.653,"[2456.7899780273438, 7381.868347167969, 8457.079566955566, 9064.484092712402, 5656.9205322265625, 4473.610687255859, 5813.102996826172, 7975.154846191406, 6316.575660705566, 2949.114974975586]","[3843.0, 8528.0, 98.0, 1142.0, 2738.0, 8500.0, 6448.0, 8363.0, 7228.0, 1568.0]","[-1386.2100219726562, -1146.1316528320312, 8359.079566955566, 7922.484092712402, 2918.9205322265625, -4026.3893127441406, -634.8970031738281, -387.84515380859375, -911.4243392944336, 1381.114974975586]","[-14.439687728881836, -11.695220947265625, 89.88257598876953, 83.39456939697266, 32.0760498046875, -40.263893127441406, -6.901054382324219, -4.08258056640625, -9.206306457519531, 14.093009948730469]"
